,X,Hour.of.Day.Ending.at.LST,Hour,Total.Solar.Rad..ly,X.Wind.Ave.mph,X.Wind.V.Dir.Deg,X.Wind.Max.mph,Air.Temperature.Mean.Deg.F,Soil.Temperature.Mean.Deg.F,Relative.Humidity.Mean.Perent,X.Dew.Point.Deg.F,X.Wet.Bulb.Deg.F,X.Baro.Press.in.Hg,X.Total.Preip.inhes,day,month,year,month.day.hour
2430,1010,6:00 AM,6,3.8,2.8,298,5.3,67.2,90.8,27,32,49,25.72,0,11,8,19,8.11.6
2431,1110,7:00 AM,7,22.5,0.8,109,3.9,77.7,90,19,32,53,25.74,0,11,8,19,8.11.7
2432,1210,8:00 AM,8,41,2.6,189,8.2,79.2,89.3,17,30,53,25.75,0,11,8,19,8.11.8
2433,1310,9:00 AM,9,57.7,4.8,203,10.9,79.1,88.7,19,33,54,25.76,0,11,8,19,8.11.9
2434,1410,10:00 AM,10,71.5,4.4,135,14.9,80,88.2,17,32,54,25.77,0,11,8,19,8.11.10
2435,1510,11:00 AM,11,80.6,4.8,189,13.2,81,87.9,15,28,53,25.77,0,11,8,19,8.11.11
2436,1610,12:00 PM,12,84.6,4.5,205,13.6,82.7,87.9,14,28,54,25.76,0,11,8,19,8.11.12
2437,1710,1:00 PM,13,83.1,5.5,182,14.5,83.5,88.2,13,27,54,25.75,0,11,8,19,8.11.13
2438,1810,2:00 PM,14,77.7,5.4,198,15.9,84.7,89,11,24,53,25.74,0,11,8,19,8.11.14
2439,1910,3:00 PM,15,66.9,5.1,207,16.7,85.5,90.1,11,24,54,25.73,0,11,8,19,8.11.15
2440,2010,4:00 PM,16,51.9,3.8,240,12.4,86.2,91.3,11,26,54,25.72,0,11,8,19,8.11.16
2441,2110,5:00 PM,17,34,5.3,251,13.8,85.8,92.5,11,26,54,25.71,0,11,8,19,8.11.17
2442,2210,6:00 PM,18,11.6,2.7,236,7.2,84.2,93.7,12,26,54,25.71,0,11,8,19,8.11.18
2443,2310,7:00 PM,19,0.6,0.7,155,3.4,79.2,94.6,14,26,52,25.72,0,11,8,19,8.11.19
2444,2410,8:00 PM,20,0,0.6,263,2.7,75.1,95.1,17,27,50,25.73,0,11,8,19,8.11.20
2445,2510,9:00 PM,21,0,2.5,290,4,74.8,95.3,18,28,51,25.74,0,11,8,19,8.11.21
2446,2610,10:00 PM,22,0,3.2,284,4.5,73.2,95.1,21,31,51,25.74,0,11,8,19,8.11.22
2447,2710,11:00 PM,23,0,3.3,278,4.1,70.6,94.8,24,32,50,25.74,0,11,8,19,8.11.23
2448,2810,12:00 AM,0,0,3.5,278,4.9,68.2,94.2,26,32,49,25.74,0,11,8,19,8.11.0
2449,511,1:00 AM,1,0,3.9,278,7.8,71.5,93.6,22,31,50,25.73,0,12,8,19,8.12.1
2450,611,2:00 AM,2,0,3.6,284,7,72.6,92.9,21,30,50,25.73,0,12,8,19,8.12.2
2451,711,3:00 AM,3,0,2.2,292,4.8,70.1,92.2,22,29,49,25.73,0,12,8,19,8.12.3
2452,811,4:00 AM,4,0,1.8,291,3.8,68.1,91.5,24,30,48,25.74,0,12,8,19,8.12.4
2453,911,5:00 AM,5,0.1,2.9,276,5.2,66.7,90.8,26,31,48,25.75,0,12,8,19,8.12.5
2454,1011,6:00 AM,6,3.7,3.3,281,5,67.4,90.1,25,30,48,25.76,0,12,8,19,8.12.6
2455,1111,7:00 AM,7,22.1,1.6,56,5.7,79.3,89.2,17,30,53,25.77,0,12,8,19,8.12.7
2456,1211,8:00 AM,8,40.4,2.9,118,9.9,81.8,88.5,15,29,54,25.79,0,12,8,19,8.12.8
2457,1311,9:00 AM,9,56.8,4.8,199,14,83.2,88,16,33,55,25.8,0,12,8,19,8.12.9
2458,1411,10:00 AM,10,69.5,5.3,205,15.6,83.8,87.5,19,37,57,25.81,0,12,8,19,8.12.10
2459,1511,11:00 AM,11,78.2,5.3,214,16.4,84.9,87.3,21,40,58,25.81,0,12,8,19,8.12.11
2460,1611,12:00 PM,12,82.4,5.3,186,18.8,85,87.3,24,44,60,25.81,0,12,8,19,8.12.12
2461,1711,1:00 PM,13,81.3,5.6,162,18.3,85.8,87.7,19,39,58,25.8,0,12,8,19,8.12.13
2462,1811,2:00 PM,14,75.7,5.4,190,16,87.4,88.5,16,36,58,25.78,0,12,8,19,8.12.14
2463,1911,3:00 PM,15,65,5,176,18.9,88.5,89.7,14,33,57,25.77,0,12,8,19,8.12.15
2464,2011,4:00 PM,16,50.2,5.6,149,24.3,88.2,90.9,14,33,57,25.75,0,12,8,19,8.12.16
2465,2111,5:00 PM,17,32.8,7.8,116,21.3,87.6,92.2,14,33,57,25.74,0,12,8,19,8.12.17
2466,2211,6:00 PM,18,11.1,8.5,118,16.8,85.5,93.4,16,34,56,25.73,0,12,8,19,8.12.18
2467,2311,7:00 PM,19,0.5,4.7,103,12.6,81.5,94.4,19,36,55,25.74,0,12,8,19,8.12.19
2468,2411,8:00 PM,20,0,1.9,101,4.3,80,95,20,36,55,25.75,0,12,8,19,8.12.20
2469,2511,9:00 PM,21,0,1.3,264,6.6,77.3,95.2,21,35,54,25.77,0,12,8,19,8.12.21
2470,2611,10:00 PM,22,0,1.2,5,3.1,74.2,95.1,23,34,52,25.77,0,12,8,19,8.12.22
2471,2711,11:00 PM,23,0,1,258,3.3,74.4,94.8,24,36,53,25.77,0,12,8,19,8.12.23
2472,2811,12:00 AM,0,0,1.7,277,4.3,75.1,94.3,27,39,54,25.78,0,12,8,19,8.12.0
2473,512,1:00 AM,1,0,2,289,3.9,74.4,93.7,27,39,54,25.77,0,13,8,19,8.13.1
2474,612,2:00 AM,2,0,1.5,291,3.7,70.4,93.1,31,38,52,25.76,0,13,8,19,8.13.2
2475,712,3:00 AM,3,0,2.6,286,4.5,70.1,92.4,31,38,52,25.76,0,13,8,19,8.13.3
2476,812,4:00 AM,4,0,3.4,277,4.7,67.8,91.7,33,37,51,25.76,0,13,8,19,8.13.4
2477,912,5:00 AM,5,0.1,3.3,279,4.5,66.1,91,34,37,50,25.77,0,13,8,19,8.13.5
2478,1012,6:00 AM,6,3.6,3.2,280,4.4,69.1,90.3,32,38,52,25.78,0,13,8,19,8.13.6
2479,1112,7:00 AM,7,21.8,1.3,246,4.5,80.8,89.5,23,40,57,25.8,0,13,8,19,8.13.7
2480,1212,8:00 AM,8,40.1,3,116,7.9,83.6,88.8,21,39,57,25.81,0,13,8,19,8.13.8
2481,1312,9:00 AM,9,56.6,4.8,119,14.4,84.7,88.2,20,39,58,25.82,0,13,8,19,8.13.9
2482,1412,10:00 AM,10,70.2,5.5,124,12.6,86.1,87.8,18,37,58,25.84,0,13,8,19,8.13.10
2483,1512,11:00 AM,11,79,5,123,15.3,87.8,87.5,16,36,58,25.84,0,13,8,19,8.13.11
2484,1612,12:00 PM,12,83.9,4.2,195,12.8,89.8,87.5,13,32,57,25.83,0,13,8,19,8.13.12
2485,1712,1:00 PM,13,82.9,4.7,224,12.7,90.4,88,11,29,57,25.82,0,13,8,19,8.13.13
2486,1812,2:00 PM,14,77,3.6,187,12.4,91.5,88.9,11,30,57,25.8,0,13,8,19,8.13.14
2487,1912,3:00 PM,15,65.8,4.3,240,11.9,92.5,90.1,12,32,58,25.78,0,13,8,19,8.13.15
2488,2012,4:00 PM,16,51.2,3.6,237,10.8,92.4,91.4,11,29,57,25.77,0,13,8,19,8.13.16
2489,2112,5:00 PM,17,33.4,2.5,224,9.2,92.9,92.8,10,29,58,25.77,0,13,8,19,8.13.17
2490,2212,6:00 PM,18,10.8,1.8,189,8.7,90.1,94,12,30,57,25.76,0,13,8,19,8.13.18
2491,2312,7:00 PM,19,0.5,1.1,100,3.5,84.1,95,14,30,55,25.77,0,13,8,19,8.13.19
2492,2412,8:00 PM,20,0,0.7,323,2.8,78.9,95.6,17,31,53,25.78,0,13,8,19,8.13.20
2493,2512,9:00 PM,21,0,1.4,287,2.6,78.5,95.8,18,31,53,25.8,0,13,8,19,8.13.21
2494,2612,10:00 PM,22,0,2.8,289,5.3,76.9,95.8,19,31,52,25.8,0,13,8,19,8.13.22
2495,2712,11:00 PM,23,0,3,274,4.5,75.6,95.4,21,33,52,25.81,0,13,8,19,8.13.23
2496,2812,12:00 AM,0,0,2.7,274,4.1,74.9,94.9,21,32,52,25.8,0,13,8,19,8.13.0
2497,513,1:00 AM,1,0,1.3,295,4.1,76.3,94.4,19,31,52,25.79,0,14,8,19,8.14.1
2498,613,2:00 AM,2,0,2.2,287,4.8,73,93.7,21,31,51,25.79,0,14,8,19,8.14.2
2499,713,3:00 AM,3,0,2.5,278,4.2,73.7,93.1,20,30,51,25.79,0,14,8,19,8.14.3
2500,813,4:00 AM,4,0,2.2,289,4.2,72.3,92.4,20,29,50,25.79,0,14,8,19,8.14.4
2501,913,5:00 AM,5,0,1.7,280,5.2,72.4,91.7,20,29,50,25.79,0,14,8,19,8.14.5
2502,1013,6:00 AM,6,3.6,2.5,283,5.8,76.7,91,17,29,51,25.8,0,14,8,19,8.14.6
2503,1113,7:00 AM,7,21.9,0.8,261,3.1,86.9,90.1,13,30,56,25.82,0,14,8,19,8.14.7
2504,1213,8:00 AM,8,40.2,1.5,161,6,90.8,89.4,11,30,57,25.83,0,14,8,19,8.14.8
2505,1313,9:00 AM,9,57,2.6,158,8.3,91.3,88.8,11,29,57,25.83,0,14,8,19,8.14.9
2506,1413,10:00 AM,10,70.5,3.2,201,9.8,92.5,88.4,10,29,57,25.84,0,14,8,19,8.14.10
2507,1513,11:00 AM,11,79.4,4.1,203,13.6,93.3,88.1,10,29,58,25.84,0,14,8,19,8.14.11
2508,1613,12:00 PM,12,83.6,4.8,183,15.3,93.3,88.2,10,29,58,25.84,0,14,8,19,8.14.12
2509,1713,1:00 PM,13,82.2,4.9,194,17.1,93.7,88.7,10,28,58,25.82,0,14,8,19,8.14.13
2510,1813,2:00 PM,14,76.8,5.9,192,16.1,94.9,89.6,9,27,58,25.81,0,14,8,19,8.14.14
2511,1913,3:00 PM,15,66,5.6,266,13.8,95.1,90.9,9,26,58,25.8,0,14,8,19,8.14.15
2512,2013,4:00 PM,16,51.3,4,233,12.1,95.6,92.1,8,25,57,25.78,0,14,8,19,8.14.16
2513,2113,5:00 PM,17,33.7,3.6,185,11.6,94.8,93.5,7,22,57,25.77,0,14,8,19,8.14.17
2514,2213,6:00 PM,18,10.9,3.6,239,12.5,92.5,94.7,7,20,55,25.76,0,14,8,19,8.14.18
2515,2313,7:00 PM,19,0.5,1.9,270,5.3,86.6,95.7,9,21,53,25.77,0,14,8,19,8.14.19
2516,2413,8:00 PM,20,0,4.8,282,9.5,83.1,96.4,10,21,52,25.78,0,14,8,19,8.14.20
2517,2513,9:00 PM,21,0,5.5,301,8.6,83.2,96.6,9,19,52,25.79,0,14,8,19,8.14.21
2518,2613,10:00 PM,22,0,5.2,293,7.5,83.3,96.5,9,18,52,25.79,0,14,8,19,8.14.22
2519,2713,11:00 PM,23,0,8.5,310,17.9,84.4,96.1,9,19,52,25.79,0,14,8,19,8.14.23
2520,2813,12:00 AM,0,0,13.3,314,19.9,84.5,95.6,9,18,52,25.79,0,14,8,19,8.14.0
2521,514,1:00 AM,1,0,14,312,21.7,83.8,95,10,21,52,25.78,0,15,8,19,8.15.1
2522,614,2:00 AM,2,0,13.9,309,19.5,83.5,94.4,11,23,53,25.77,0,15,8,19,8.15.2
2523,714,3:00 AM,3,0,11.9,323,20.6,83.6,93.8,10,22,53,25.77,0,15,8,19,8.15.3
2524,814,4:00 AM,4,0,8.1,334,16.1,83.9,93.2,9,20,52,25.77,0,15,8,19,8.15.4
2525,914,5:00 AM,5,0,6.6,312,12.1,82.5,92.6,10,21,52,25.78,0,15,8,19,8.15.5
2526,1014,6:00 AM,6,3.9,4.7,274,9.6,82.8,92.1,10,21,52,25.79,0,15,8,19,8.15.6
2527,1114,7:00 AM,7,22.2,1.9,282,4.3,89.7,91.3,9,22,55,25.8,0,15,8,19,8.15.7
2528,1214,8:00 AM,8,40.6,1.7,245,5.9,94.2,90.8,7,22,56,25.81,0,15,8,19,8.15.8
2529,1314,9:00 AM,9,57.4,3.2,202,9,94.3,90.3,7,22,57,25.81,0,15,8,19,8.15.9
2530,1414,10:00 AM,10,71.1,3.9,213,11.4,94.7,89.9,8,23,57,25.81,0,15,8,19,8.15.10
2531,1514,11:00 AM,11,80.2,4.7,205,13.3,95.2,89.7,7,23,57,25.81,0,15,8,19,8.15.11
2532,1614,12:00 PM,12,84,4.8,210,14,95.6,89.8,7,23,57,25.8,0,15,8,19,8.15.12
2533,1714,1:00 PM,13,82.7,5.2,212,17.8,95.9,90.2,7,22,57,25.78,0,15,8,19,8.15.13
2534,1814,2:00 PM,14,77.2,4.7,196,17.6,97.2,91.1,6,19,57,25.76,0,15,8,19,8.15.14
2535,1914,3:00 PM,15,66.4,5.2,205,17.5,96.8,92.3,6,17,56,25.74,0,15,8,19,8.15.15
2536,2014,4:00 PM,16,51.5,4.5,214,14.5,97.1,93.6,5,16,56,25.72,0,15,8,19,8.15.16
2537,2114,5:00 PM,17,33.5,4.5,237,12.6,96.1,95,5,16,56,25.71,0,15,8,19,8.15.17
2538,2214,6:00 PM,18,10.6,3.3,233,8.8,93.7,96.2,6,16,55,25.7,0,15,8,19,8.15.18
2539,2314,7:00 PM,19,0.5,3.2,271,8.5,87.4,97.1,7,16,53,25.7,0,15,8,19,8.15.19
2540,2414,8:00 PM,20,0,4.6,286,7.5,84.9,97.7,8,17,52,25.71,0,15,8,19,8.15.20
2541,2514,9:00 PM,21,0,4.1,278,6.7,83.9,97.9,8,16,51,25.72,0,15,8,19,8.15.21
2542,2614,10:00 PM,22,0,10.3,302,23.5,83.2,97.8,9,18,52,25.72,0,15,8,19,8.15.22
2543,2714,11:00 PM,23,0,15.7,319,25.7,85.2,97.3,11,25,54,25.72,0,15,8,19,8.15.23
2544,2814,12:00 AM,0,0,16.2,316,22.7,83.7,96.8,11,23,53,25.72,0,15,8,19,8.15.0
2545,515,1:00 AM,1,0,15,315,22.8,83.3,96.2,11,24,53,25.71,0,16,8,19,8.16.1
2546,615,2:00 AM,2,0,14.5,312,22.4,83.2,95.6,11,24,53,25.7,0,16,8,19,8.16.2
2547,715,3:00 AM,3,0,10.8,303,18.3,82,95,12,25,53,25.7,0,16,8,19,8.16.3
2548,815,4:00 AM,4,0,10.4,308,16.3,81.7,94.4,13,25,53,25.7,0,16,8,19,8.16.4
2549,915,5:00 AM,5,0,10.8,314,18,82.1,93.7,11,23,52,25.71,0,16,8,19,8.16.5
2550,1015,6:00 AM,6,3.9,6.7,309,12.8,81.7,93.2,12,24,52,25.72,0,16,8,19,8.16.6
2551,1115,7:00 AM,7,22,5.9,310,11.4,85.8,92.4,11,24,54,25.73,0,16,8,19,8.16.7
2552,1215,8:00 AM,8,40.6,4.1,280,9.8,89,91.8,10,25,55,25.74,0,16,8,19,8.16.8
2553,1315,9:00 AM,9,57.7,3.2,162,8.5,90.9,91.3,8,22,55,25.75,0,16,8,19,8.16.9
2554,1415,10:00 AM,10,71.9,3.9,202,12.2,92.4,90.9,7,20,55,25.75,0,16,8,19,8.16.10
2555,1515,11:00 AM,11,80.9,5.9,255,17.8,92.1,90.6,8,22,56,25.75,0,16,8,19,8.16.11
2556,1615,12:00 PM,12,84.4,6.1,259,18.2,92.5,90.7,8,22,56,25.73,0,16,8,19,8.16.12
2557,1715,1:00 PM,13,82.6,6.6,264,17.3,93.1,91.1,7,21,56,25.71,0,16,8,19,8.16.13
2558,1815,2:00 PM,14,76.3,6.3,238,18.6,94.2,91.9,8,25,57,25.69,0,16,8,19,8.16.14
2559,1915,3:00 PM,15,65,6.2,230,21,94.9,93.1,8,25,57,25.67,0,16,8,19,8.16.15
2560,2015,4:00 PM,16,50,6.1,251,22.4,95,94.3,8,24,57,25.65,0,16,8,19,8.16.16
2561,2115,5:00 PM,17,32.3,6.2,255,16,94.8,95.5,8,24,57,25.64,0,16,8,19,8.16.17
2562,2215,6:00 PM,18,10.1,4.3,266,14.4,92.6,96.6,8,23,56,25.63,0,16,8,19,8.16.18
2563,2315,7:00 PM,19,0.5,3.1,261,11.1,88.4,97.5,8,21,54,25.64,0,16,8,19,8.16.19
2564,2415,8:00 PM,20,0,3.1,279,5.9,84.3,98.1,9,20,52,25.65,0,16,8,19,8.16.20
2565,2515,9:00 PM,21,0,9.1,300,22.9,83.5,98.2,11,24,53,25.65,0,16,8,19,8.16.21
2566,2615,10:00 PM,22,0,14,314,21.9,84.5,98,13,29,55,25.66,0,16,8,19,8.16.22
2567,2715,11:00 PM,23,0,16.5,315,25.2,82.5,97.6,15,30,54,25.65,0,16,8,19,8.16.23
2568,2815,12:00 AM,0,0,14.4,310,21.4,81.6,97.2,15,29,54,25.65,0,16,8,19,8.16.0
2569,516,1:00 AM,1,0,13.1,310,20,81.8,96.6,13,27,53,25.64,0,17,8,19,8.17.1
2570,616,2:00 AM,2,0,8.9,293,16.7,80.3,96,14,27,52,25.64,0,17,8,19,8.17.2
2571,716,3:00 AM,3,0,7.1,286,11.6,78.6,95.4,17,30,53,25.63,0,17,8,19,8.17.3
2572,816,4:00 AM,4,0,4.5,263,9.3,76.8,94.8,16,27,51,25.63,0,17,8,19,8.17.4
2573,916,5:00 AM,5,0,2.8,252,8.4,76.3,94.1,15,25,50,25.63,0,17,8,19,8.17.5
2574,1016,6:00 AM,6,3.8,4.2,260,10,79.7,93.4,12,22,51,25.64,0,17,8,19,8.17.6
2575,1116,7:00 AM,7,22,1.7,174,5.6,85.2,92.6,11,25,54,25.66,0,17,8,19,8.17.7
2576,1216,8:00 AM,8,40.7,3,184,7.9,86.2,91.9,12,27,55,25.67,0,17,8,19,8.17.8
2577,1316,9:00 AM,9,57.7,3.1,188,8.3,88,91.3,11,26,55,25.69,0,17,8,19,8.17.9
2578,1416,10:00 AM,10,71.6,3.1,190,11.8,88.8,90.8,10,26,55,25.69,0,17,8,19,8.17.10
2579,1516,11:00 AM,11,80.7,4.3,201,12.3,89.2,90.4,11,28,56,25.68,0,17,8,19,8.17.11
2580,1616,12:00 PM,12,84.8,5.2,186,13.9,89.7,90.4,10,25,55,25.68,0,17,8,19,8.17.12
2581,1716,1:00 PM,13,83.4,4.3,216,12.8,89.8,90.8,9,23,55,25.67,0,17,8,19,8.17.13
2582,1816,2:00 PM,14,77.5,4.4,210,12.3,91.3,91.6,8,22,55,25.66,0,17,8,19,8.17.14
2583,1916,3:00 PM,15,66.1,3.8,216,12.5,91.7,92.7,8,22,55,25.64,0,17,8,19,8.17.15
2584,2016,4:00 PM,16,50.9,3.9,241,12.9,92.1,94,8,22,56,25.63,0,17,8,19,8.17.16
2585,2116,5:00 PM,17,32.8,3.9,210,12.1,91.2,95.2,7,20,55,25.61,0,17,8,19,8.17.17
2586,2216,6:00 PM,18,9.9,3,214,8.8,89.1,96.3,8,19,54,25.6,0,17,8,19,8.17.18
2587,2316,7:00 PM,19,0.5,1.5,96,5,83.1,97.2,9,18,51,25.6,0,17,8,19,8.17.19
2588,2416,8:00 PM,20,0,0.1,34,2,78,97.8,10,18,49,25.62,0,17,8,19,8.17.20
2589,2516,9:00 PM,21,0,1.1,118,4.7,77.3,97.9,12,20,50,25.63,0,17,8,19,8.17.21
2590,2616,10:00 PM,22,0,1.8,80,5,76.1,97.7,13,21,49,25.64,0,17,8,19,8.17.22
2591,2716,11:00 PM,23,0,4.5,293,9.2,75.7,97.2,13,21,49,25.64,0,17,8,19,8.17.23
2592,2816,12:00 AM,0,0,4,276,6.2,75.1,96.7,13,20,49,25.63,0,17,8,19,8.17.0
2593,517,1:00 AM,1,0,5.1,274,7.2,75,95.9,13,21,49,25.63,0,18,8,19,8.18.1
2594,617,2:00 AM,2,0,4.7,272,6.7,74.3,95.2,14,21,49,25.63,0,18,8,19,8.18.2
2595,717,3:00 AM,3,0,5,273,7.4,73.5,94.5,14,22,48,25.63,0,18,8,19,8.18.3
2596,817,4:00 AM,4,0,4.1,282,5.8,71.8,93.7,16,22,48,25.63,0,18,8,19,8.18.4
2597,917,5:00 AM,5,0,3.9,280,5.8,69.5,93,17,23,47,25.64,0,18,8,19,8.18.5
2598,1017,6:00 AM,6,4,3.4,281,5.3,68.6,92.2,18,23,47,25.65,0,18,8,19,8.18.6
2599,1117,7:00 AM,7,22.4,1.2,71,6.7,79.1,91.3,13,25,51,25.67,0,18,8,19,8.18.7
2600,1217,8:00 AM,8,41.6,3.6,114,11.3,82.7,90.5,11,24,52,25.69,0,18,8,19,8.18.8
2601,1317,9:00 AM,9,58.7,5.3,129,13,83.3,89.9,11,24,53,25.7,0,18,8,19,8.18.9
2602,1417,10:00 AM,10,71.9,6.2,123,14.2,83.9,89.4,10,22,53,25.72,0,18,8,19,8.18.10
2603,1517,11:00 AM,11,79.9,4.8,139,15.3,85.9,89,9,21,53,25.72,0,18,8,19,8.18.11
2604,1617,12:00 PM,12,85.2,5.3,149,17.2,86.3,89,8,18,53,25.72,0,18,8,19,8.18.12
2605,1717,1:00 PM,13,84.3,5,209,13.2,86.9,89.3,8,19,53,25.71,0,18,8,19,8.18.13
2606,1817,2:00 PM,14,79,4.7,173,19.1,88.4,90.1,8,19,54,25.7,0,18,8,19,8.18.14
2607,1917,3:00 PM,15,63.9,4.7,198,16.3,88.7,91.3,8,19,54,25.69,0,18,8,19,8.18.15
2608,2017,4:00 PM,16,51.3,5.5,184,16.7,88.6,92.5,8,20,54,25.68,0,18,8,19,8.18.16
2609,2117,5:00 PM,17,32.4,8,119,17.1,87.5,93.7,9,22,54,25.67,0,18,8,19,8.18.17
2610,2217,6:00 PM,18,9.3,7.9,116,19.3,85.8,94.9,10,22,53,25.66,0,18,8,19,8.18.18
2611,2317,7:00 PM,19,0.4,6.5,105,12.6,81,95.8,10,19,51,25.66,0,18,8,19,8.18.19
2612,2417,8:00 PM,20,0,3.3,98,8.2,79.8,96.3,10,19,50,25.67,0,18,8,19,8.18.20
2613,2517,9:00 PM,21,0,2.3,240,7.1,78,96.5,12,22,50,25.69,0,18,8,19,8.18.21
2614,2617,10:00 PM,22,0,2.8,286,6.4,75.9,96.4,14,23,50,25.7,0,18,8,19,8.18.22
2615,2717,11:00 PM,23,0,1.7,292,5.9,75.3,96,16,26,50,25.7,0,18,8,19,8.18.23
2616,2817,12:00 AM,0,0,2,354,5.7,71.2,95.5,19,27,49,25.7,0,18,8,19,8.18.0
2617,518,1:00 AM,1,0,4.6,272,8.2,72.7,94.8,16,24,49,25.69,0,19,8,19,8.19.1
2618,618,2:00 AM,2,0,4.8,269,7.5,74.3,94.1,14,23,49,25.69,0,19,8,19,8.19.2
2619,718,3:00 AM,3,0,4.4,269,7.7,74.7,93.4,14,22,49,25.7,0,19,8,19,8.19.3
2620,818,4:00 AM,4,0,3.6,268,6.7,72.8,92.6,18,27,49,25.7,0,19,8,19,8.19.4
2621,918,5:00 AM,5,0,4.2,269,7.4,72.5,91.9,18,26,49,25.71,0,19,8,19,8.19.5
2622,1018,6:00 AM,6,3.4,3.7,269,6.4,71.7,91.1,21,29,50,25.72,0,19,8,19,8.19.6
2623,1118,7:00 AM,7,21.2,1.7,271,6.1,80.1,90.2,17,31,53,25.73,0,19,8,19,8.19.7
2624,1218,8:00 AM,8,39.6,2.7,162,9.5,83,89.5,14,29,54,25.75,0,19,8,19,8.19.8
2625,1318,9:00 AM,9,56.4,3.1,171,10,84.4,88.9,12,27,54,25.76,0,19,8,19,8.19.9
2626,1418,10:00 AM,10,70.2,4,121,10.2,86.2,88.4,11,25,54,25.77,0,19,8,19,8.19.10
2627,1518,11:00 AM,11,79.5,4.4,199,12.8,86.9,88.1,10,24,54,25.77,0,19,8,19,8.19.11
2628,1618,12:00 PM,12,83.7,4.4,192,12.5,88.4,88.1,9,22,54,25.76,0,19,8,19,8.19.12
2629,1718,1:00 PM,13,82.2,4.7,203,12.6,88.4,88.5,9,22,54,25.75,0,19,8,19,8.19.13
2630,1818,2:00 PM,14,76.5,4,147,14,89.4,89.4,9,22,55,25.74,0,19,8,19,8.19.14
2631,1918,3:00 PM,15,65.4,5.4,207,14.7,90.2,90.6,8,22,55,25.73,0,19,8,19,8.19.15
2632,2018,4:00 PM,16,50,4.6,193,13.9,90.6,91.9,8,22,55,25.72,0,19,8,19,8.19.16
2633,2118,5:00 PM,17,32.1,4.2,172,14.2,89.8,93.1,9,23,55,25.7,0,19,8,19,8.19.17
2634,2218,6:00 PM,18,8.5,3.1,209,12.3,87,94.3,10,23,54,25.69,0,19,8,19,8.19.18
2635,2318,7:00 PM,19,0.4,1.2,267,4.5,81.6,95.3,11,23,52,25.69,0,19,8,19,8.19.19
2636,2418,8:00 PM,20,0,2,292,4.4,77.5,95.9,12,21,50,25.7,0,19,8,19,8.19.20
2637,2518,9:00 PM,21,0,1.7,283,6,76.9,96.1,13,21,50,25.71,0,19,8,19,8.19.21
2638,2618,10:00 PM,22,0,3.6,280,4.9,74.3,95.9,13,21,49,25.72,0,19,8,19,8.19.22
2639,2718,11:00 PM,23,0,4.4,325,11.6,76.4,95.5,13,22,50,25.72,0,19,8,19,8.19.23
2640,2818,12:00 AM,0,0,9.7,307,16.3,78.7,95,13,24,51,25.72,0,19,8,19,8.19.0
2641,519,1:00 AM,1,0,11.9,305,17.3,77.7,94.4,14,24,51,25.71,0,20,8,19,8.20.1
2642,619,2:00 AM,2,0,11.4,310,18.8,77.7,93.7,15,26,51,25.71,0,20,8,19,8.20.2
2643,719,3:00 AM,3,0,11.3,306,18,76.7,93,17,29,52,25.71,0,20,8,19,8.20.3
2644,819,4:00 AM,4,0,10.9,307,17.9,76,92.4,18,29,51,25.72,0,20,8,19,8.20.4
2645,919,5:00 AM,5,0,8.6,300,16,75.8,91.8,17,27,51,25.72,0,20,8,19,8.20.5
2646,1019,6:00 AM,6,3.1,7.8,303,15.3,76.4,91.1,15,26,51,25.73,0,20,8,19,8.20.6
2647,1119,7:00 AM,7,21.4,8,301,13.5,80.2,90.4,14,27,52,25.74,0,20,8,19,8.20.7
2648,1219,8:00 AM,8,39.7,7.4,306,12.4,83.1,89.8,14,28,54,25.75,0,20,8,19,8.20.8
2649,1319,9:00 AM,9,56.4,5.2,308,11.8,85.4,89.3,14,30,55,25.76,0,20,8,19,8.20.9
2650,1419,10:00 AM,10,69.9,5.1,275,10.6,87.3,88.9,12,29,56,25.77,0,20,8,19,8.20.10
2651,1519,11:00 AM,11,79.2,4.5,217,11.6,89.8,88.6,11,28,56,25.77,0,20,8,19,8.20.11
2652,1619,12:00 PM,12,83.1,4.4,59,13,90.5,88.7,10,28,56,25.76,0,20,8,19,8.20.12
2653,1719,1:00 PM,13,81.7,3.8,123,12.4,92.1,89.1,9,26,56,25.74,0,20,8,19,8.20.13
2654,1819,2:00 PM,14,76,4.9,355,12.4,93.1,90,9,25,57,25.73,0,20,8,19,8.20.14
2655,1919,3:00 PM,15,65,4.8,256,11.5,94.2,91.3,7,22,56,25.72,0,20,8,19,8.20.15
2656,2019,4:00 PM,16,50,6.2,328,12.6,93.9,92.5,6,19,56,25.71,0,20,8,19,8.20.16
2657,2119,5:00 PM,17,32.1,4.9,299,14.5,93.4,93.8,7,19,55,25.7,0,20,8,19,8.20.17
2658,2219,6:00 PM,18,8.4,3.9,317,12,90.4,95.1,7,19,54,25.69,0,20,8,19,8.20.18
2659,2319,7:00 PM,19,0.4,3.4,276,8.5,84.6,96,9,19,52,25.7,0,20,8,19,8.20.19
2660,2419,8:00 PM,20,0,2.4,280,4.9,80.3,96.6,10,19,51,25.7,0,20,8,19,8.20.20
2661,2519,9:00 PM,21,0,4.6,279,6.9,80.7,96.8,10,19,51,25.71,0,20,8,19,8.20.21
2662,2619,10:00 PM,22,0,6.8,295,11.9,81.6,96.6,10,19,51,25.71,0,20,8,19,8.20.22
